,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
79363,0,0,2017,April,15,10,1,0,1,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,6.0,0,1,Check-Out,2017-04-11
79364,0,30,2017,April,14,8,2,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,0,Check-Out,2017-04-11
79365,0,248,2017,April,15,9,2,0,2,0.0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         58,       NULL,0,Transient-Party,80.0,0,1,Check-Out,2017-04-11
79366,0,19,2017,April,14,8,2,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,149.0,0,3,Check-Out,2017-04-11
79367,0,248,2017,April,15,9,2,0,2,0.0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         58,       NULL,0,Transient-Party,80.0,0,1,Check-Out,2017-04-11
79368,0,248,2017,April,15,9,2,0,2,0.0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         58,       NULL,0,Transient-Party,80.0,0,1,Check-Out,2017-04-11
79369,0,178,2017,April,14,7,2,2,2,0.0,0,BB       ,LUX,Online TA,TA/TO,0,0,0,B               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,103.05,0,0,Check-Out,2017-04-11
79370,0,177,2017,April,14,7,2,2,0,2.0,0,BB       ,LUX,Online TA,TA/TO,0,0,0,B               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,103.05,0,0,Check-Out,2017-04-11
79371,0,8,2017,April,14,8,2,1,2,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,115.0,0,0,Check-Out,2017-04-11
79372,0,189,2017,April,14,6,2,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         83,       NULL,0,Transient,88.4,0,0,Check-Out,2017-04-11
79373,0,82,2017,April,14,8,2,1,2,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,129.97,0,3,Check-Out,2017-04-11
79374,0,58,2017,April,15,9,2,0,3,0.0,0,HB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,196.2,0,4,Check-Out,2017-04-11
79375,0,74,2017,April,15,9,2,1,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,1,Check-Out,2017-04-12
79376,0,44,2017,April,14,7,2,3,2,0.0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,110.4,0,1,Check-Out,2017-04-12
79377,0,1,2017,April,15,10,1,1,1,0.0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,150.0,0,1,Check-Out,2017-04-12
79378,0,70,2017,April,14,8,2,2,2,0.0,0,BB       ,AUT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         27,       NULL,0,Transient,89.1,0,1,Check-Out,2017-04-12
79379,0,112,2017,April,14,8,2,2,2,0.0,0,BB       ,HRV,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-12
79380,0,112,2017,April,14,8,2,2,2,0.0,0,BB       ,AUT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-12
79381,0,112,2017,April,14,8,2,2,2,0.0,0,BB       ,AUT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-12
79382,0,156,2017,April,15,11,0,1,2,0.0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,          9,       NULL,0,Transient,99.0,0,2,Check-Out,2017-04-12
79383,0,83,2017,April,15,9,2,1,2,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-04-12
79384,0,104,2017,April,15,9,2,1,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,3,Check-Out,2017-04-12
79385,0,3,2017,April,15,10,1,1,1,0.0,0,SC       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,150.0,0,1,Check-Out,2017-04-12
79386,0,29,2017,April,15,10,1,1,2,0.0,0,HB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,175.0,0,1,Check-Out,2017-04-12
79387,0,10,2017,April,15,10,1,1,2,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,103.5,0,1,Check-Out,2017-04-12
79388,0,36,2017,April,15,9,2,1,2,0.0,0,SC       ,CHN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,1,Check-Out,2017-04-12
79389,0,10,2017,April,15,10,1,1,2,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,103.5,0,1,Check-Out,2017-04-12
79390,0,36,2017,April,15,10,1,1,2,3.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,          8,       NULL,0,Transient,312.5,0,1,Check-Out,2017-04-12
79391,0,91,2017,April,15,9,2,1,3,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,166.5,0,0,Check-Out,2017-04-12
79392,0,102,2017,April,15,9,2,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,0,Check-Out,2017-04-12
79393,0,2,2017,April,15,11,0,1,2,0.0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,150.0,0,1,Check-Out,2017-04-12
79394,0,202,2017,April,15,9,2,1,3,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,149.4,0,2,Check-Out,2017-04-12
79395,0,82,2017,April,15,9,2,1,2,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-04-12
79396,0,202,2017,April,15,9,2,1,0,2.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,B               ,B               ,0,No Deposit     ,          9,       NULL,0,Transient,103.05,0,1,Check-Out,2017-04-12
79397,0,77,2017,April,14,8,2,2,3,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,162.0,0,1,Check-Out,2017-04-12
79398,0,96,2017,April,15,9,2,1,2,0.0,0,BB       ,LUX,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,89.1,0,0,Check-Out,2017-04-12
79399,0,96,2017,April,15,9,2,1,2,0.0,0,BB       ,BEL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,89.1,0,0,Check-Out,2017-04-12
79400,0,84,2017,April,15,10,1,1,1,2.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,110.5,0,1,Check-Out,2017-04-12
79401,0,84,2017,April,15,9,2,1,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,119.82,0,1,Check-Out,2017-04-12
79402,0,88,2017,April,15,10,1,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,0,Check-Out,2017-04-12
79403,0,88,2017,April,15,10,1,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-12
79404,0,88,2017,April,15,10,1,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,108.0,1,0,Check-Out,2017-04-12
79405,0,174,2017,April,15,10,1,1,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,158.4,0,1,Check-Out,2017-04-12
79406,0,60,2017,April,14,8,2,2,2,1.0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,186.3,0,2,Check-Out,2017-04-12
79407,0,76,2017,April,15,9,2,1,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         83,       NULL,0,Transient,93.6,0,0,Check-Out,2017-04-12
79408,0,186,2017,April,15,9,2,1,2,2.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,196.0,0,0,Check-Out,2017-04-12
79409,0,186,2017,April,15,9,2,1,2,2.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,196.0,0,1,Check-Out,2017-04-12
79410,0,138,2017,April,14,4,2,6,2,0.0,0,BB       ,BEL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,0,Check-Out,2017-04-12
79411,0,12,2017,April,15,11,0,1,1,0.0,0,SC       ,RUS,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,84.0,0,0,Check-Out,2017-04-12
79412,0,155,2017,April,14,8,2,2,2,1.0,0,BB       ,GRC,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,111.25,0,0,Check-Out,2017-04-12
79413,0,175,2017,April,14,8,2,2,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,2,Check-Out,2017-04-12
79414,0,175,2017,April,14,8,2,2,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,2,Check-Out,2017-04-12
79415,0,44,2017,April,15,9,2,1,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,130.67,0,0,Check-Out,2017-04-12
79416,0,3,2017,April,14,8,2,2,2,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,150.0,0,2,Check-Out,2017-04-12
79417,0,61,2017,April,14,8,2,2,2,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-12
79418,0,78,2017,April,14,7,2,3,2,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-04-12
79419,0,73,2017,April,15,9,2,1,2,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,0,Check-Out,2017-04-12
79420,0,86,2017,April,15,9,2,1,3,0.0,0,BB       ,AUT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,163.8,0,0,Check-Out,2017-04-12
79421,0,5,2017,April,15,9,2,1,1,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,112.0,0,1,Check-Out,2017-04-12
79422,0,12,2017,April,15,11,0,1,2,2.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,225.0,0,2,Check-Out,2017-04-12
79423,0,93,2017,April,15,10,1,1,2,1.0,0,BB       ,GBR,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,         14,       NULL,0,Transient,144.0,0,0,Check-Out,2017-04-12
79424,0,60,2017,April,14,8,2,2,2,0.0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,160.2,0,1,Check-Out,2017-04-12
79425,0,8,2017,April,15,10,1,1,1,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,140.0,0,1,Check-Out,2017-04-12
79426,0,88,2017,April,15,10,1,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,108.0,1,1,Check-Out,2017-04-12
79427,0,5,2017,April,15,11,0,1,1,0.0,0,BB       ,FRA,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,         91,       NULL,0,Transient,95.0,0,0,Check-Out,2017-04-12
79428,0,74,2017,April,15,9,2,1,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,1,Check-Out,2017-04-12
79429,0,2,2017,April,15,11,0,1,2,0.0,0,BB       ,GBR,Online TA,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,135.0,0,0,Check-Out,2017-04-12
79430,0,137,2017,April,15,9,2,1,2,0.0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,3,No Deposit     ,         83,       NULL,0,Transient,118.8,0,0,Check-Out,2017-04-12
79431,0,202,2017,April,15,9,2,1,3,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,158.4,1,2,Check-Out,2017-04-12
79432,0,202,2017,April,15,9,2,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,B               ,B               ,3,No Deposit     ,          9,       NULL,0,Transient,215.1,1,1,Check-Out,2017-04-12
79433,0,0,2017,April,15,12,0,0,2,0.0,0,SC       ,PRT,Online TA,TA/TO,1,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,0.0,0,1,Check-Out,2017-04-12
79434,0,79,2017,April,14,8,2,3,2,0.0,0,BB       ,DNK,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,2,Check-Out,2017-04-13
79435,0,84,2017,April,14,8,2,3,2,0.0,0,BB       ,DNK,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,127.8,0,0,Check-Out,2017-04-13
79436,0,75,2017,April,15,9,2,2,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,1,Check-Out,2017-04-13
79437,0,10,2017,April,15,10,1,2,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,115.0,0,2,Check-Out,2017-04-13
79438,0,67,2017,April,15,9,2,2,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        168,       NULL,0,Transient,89.1,0,0,Check-Out,2017-04-13
79439,0,126,2017,April,14,8,2,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          8,       NULL,0,Transient,118.99,0,0,Check-Out,2017-04-13
79440,0,60,2017,April,15,10,1,2,2,0.0,0,HB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,160.2,0,0,Check-Out,2017-04-13
79441,0,40,2017,April,15,10,1,2,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,2,Check-Out,2017-04-13
79442,0,93,2017,April,15,9,2,2,2,0.0,0,SC       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,99.0,0,0,Check-Out,2017-04-13
79443,0,110,2017,April,15,10,1,2,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-13
79444,0,33,2017,April,14,8,2,3,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,115.4,0,0,Check-Out,2017-04-13
79445,0,96,2017,April,15,9,2,2,2,0.0,0,BB       ,IRL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,99.0,0,0,Check-Out,2017-04-13
79446,0,159,2017,April,15,10,1,2,3,0.0,0,BB       ,DEU,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,151.5,0,1,Check-Out,2017-04-13
79447,0,52,2017,April,15,12,0,1,3,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,171.0,0,0,Check-Out,2017-04-13
79448,0,43,2017,April,15,11,0,2,2,0.0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,2,Check-Out,2017-04-13
79449,0,160,2017,April,15,9,2,2,2,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,2,Check-Out,2017-04-13
79450,0,192,2017,April,15,10,1,2,3,0.0,0,BB       ,AUT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,149.4,0,3,Check-Out,2017-04-13
79451,0,36,2017,April,15,10,1,2,2,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,5,Check-Out,2017-04-13
79452,0,83,2017,April,15,9,2,2,3,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,162.0,0,1,Check-Out,2017-04-13
79453,0,36,2017,April,15,10,1,2,2,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,4,Check-Out,2017-04-13
79454,0,90,2017,April,15,10,1,2,2,2.0,0,BB       ,ESP,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,216.0,0,0,Check-Out,2017-04-13
79455,0,256,2017,April,14,8,2,3,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,109.8,0,2,Check-Out,2017-04-13
